Category,Band,Offence,Contrary to,Year and Chapter
17,17.1,Disclosure of information for enforcing warrants,"Access to Justice Act 1999, s.94",1999 c. 22
17,17.1,Failing to hold a licence as required or failing to  act in accordance with a licence,"Activity Centres (Young Persons) Act 1995, s.2(1)(a) (against regulations made under the above Section)",1995 c. 15
17,17.1,Making a false statement for the purposes of obtaining or holding a licence,"Activity Centres (Young Persons) Act 1995, s.2(1)(b) (against regulations made under the above Section)",1995 c. 15
17,17.1,Frauds by farmers in connection with agricultural charges,"Agricultural Credits Act 1928, s.11",1928 c. 43
17,17.1,Contravening provisions of a scheme for sale of regulated products or disclosing information,"Agricultural Marketing Act 1958, s.6(6) and 47(3)",1958 c. 47
17,17.1,Disclosing information otherwise than in accordance with s.55(4),"Agriculture Act 1967, s.55(4)",1967 c. 22
17,17.1,Offences in connection with farm capital grants and animal diseases,"Agriculture Act 1970, other than s.66-87 (part IV)",1970 c. 40
17,17.1,Drunkenness in aircraft,"Air Navigation Order 2016, Article 242",2016 No. 765
17,17.1,Unlicensed or unauthorised air traffic controllers,Air Navigation Order 2016,2016 No. 765
17,17.1,Failing to comply with requirements in relation to certificate of airworthiness,"Air Navigation Order 2016, Article 33, Article 37",2016 No. 765
17,17.1,Removing object of archaeological or historical interest discovered by use of a metal detector in a protected place,"Ancient Monuments and Archaeological Areas Act 1979, s.42 (3).",1979 c. 46
17,17.1,Control of works affecting scheduled monuments,"Ancient Monuments and Archaeological Areas Act 1979, s.2",1979 c. 46
17,17.1,Failing to comply with license requirements in respect of regulated procedures concerning animals ,"Animals (Scientific Procedures) Act 1986, s.22(1), 22(2) and 24",1986 c. 14
17,17.1,"Obstructing an officer in the exercise of powers of entry, search or seizure","Anti-terrorism, Crime and Security Act 2001, s.52",2001 c. 24
17,17.1,Aiding or abetting etc desertion or absence without leave,"Armed Forces Act 2006, s.344",2006 c. 52
17,17.1,Aiding or abetting etc malingering,"Armed Forces Act 2006, s.345",2007 c. 52
17,17.1,Failing to produce an immigration document at a leave or asylum interview,"Asylum and Immigration (Treatment of Claimants) Act 2004, s.2(1)(9)","2004, c. 19"
17,17.1,Failing to produce an immigration document in respect of a dependent child at a leave or asylum interview,"Asylum and Immigration (Treatment of Claimants) Act 2004, s.2(2)(9)","2004, c. 19"
17,17.1,Failing to take action specified by the Secretary of State,"Asylum and Immigration (Treatment of Claimants) Act 2004, s.35(1)(3)&(4)","2004, c. 19"
17,17.1,Disclosing debtor information without authority,"Attachment of Earnings Act 1971, s.15(B),  (inserted by S.92 Tribunals, Courts and Enforcement Act 2007)",1971 c. 32
17,17.1,Threats likely to endanger safe navigation or ship or safety of fixed platform,"Aviation and Maritime Security Act 1990,  s.13",1990 c.31
17,17.1,Failing to provide information or making false statement relating to ship or harbour area,"Aviation and Maritime Security Act 1990, s.19",1991 c.31
17,17.1,"Assisting commission of offence relating to safety of ship, cargo or sea platform outside UK ","Aviation and Maritime Security Act 1990, s.14(4)",1990 c. 31
17,17.1,Offences in relation to certain dangerous articles,"Aviation Security Act 1982, s.4",1982 c. 36
17,17.1,Offences in relation to the exercise of powers,"Aviation Security Act 1982, s.7, s.11, s.12, s.13, s.14 and 20",1982 c. 36
17,17.1,Failing to comply with enforcement notice,"Aviation Security Act 1982, s.18C(1)",1982 c. 36
17,17.1,"Interfering with any building, works, or thing installed on land in compliance with an enforcement notice","Aviation Security Act 1982, s.18C(3)",1982 c. 36
17,17.1,Failing to comply with a detention direction or obstructing an authorised person,"Aviation Security Act 1982, s.20B(7)(8) (as added by the Anti-terrorism, Crime and Security Act 2001, s.86)",1982 c. 36
17,17.1,Agreeing to indemnify sureties in criminal proceedings,"Bail Act 1976, s.9",1976 c. 63
17,17.1,"Taking steps with a view to the fraudulent evasion of bingo duty, promoting bingo without being on the register, failing to comply with relevant provisions of Sch.3","Betting and Gaming Duties Act 1981, Schedule 3, Paragraph 16",1981 c. 63
17,17.1,Disclosing customs information,"Borders, Citizenship and Immigration Act 2009, s.15(1), s.15(2) or s.17(1) and s.18",2009 c. 11
17,17.1,False/misleading statement,"Building Act 1984, s.57",1984 c. 55
17,17.1,Misleading advertising,"Business Protection from Misleading marketing regulations 2008, Regulation 6 and 7",2008 No. 1276
17,17.1,"Protection of occupiers against eviction and harassment, false information etc.","Caravan Sites Act 1968, s.3 (as amended by Housing Act 2004)",1968 c. 52
17,17.1,Obstruction etc,"Cattle Identification Regulations 2007, Regulation 13(1)(a) to (d) and 13(2) and 15",2007 No. 529
17,17.1,Failing to comply with requirements in relation to ear tags,"Cattle Identification Regulations 2007, Regulation 4, 15 and schedule 1",2007 No. 529
17,17.1,Failing to register animal in accordance with requirements,"Cattle Identification Regulations 2007, Regulation 5 ,15 and schedule 2",2007 No. 529
17,17.1,Failing to comply with requirements in relation to cattle passports,"Cattle Identification Regulations 2007, Regulation 6, 15 and schedule 3 (part 1)",2007 No. 529
17,17.1,Failing to comply with requirements in relation to movement of cattle using passports,"Cattle Identification Regulations 2007, Regulation 6, 15 and schedule 3 (part 2)",2007 No. 529
17,17.1,Failing to comply with requirements in relation to notification of movement or death,"Cattle Identification Regulations 2007, Regulation 7, 15 and schedule 4",2007 No. 529
17,17.1,Failing to comply with requirements in relation to records,"Cattle Identification Regulations 2007, regulation 8, 15 and 5",2007 No. 529
17,17.1,Disclosing census information,"Census Act 1920, s.8(2)",1920 c. 41
17,17.1,Failing to provide for safety of children at entertainments,"Children and Young Persons Act 1933, s.12",1933 c.12
17,17.1,Allowing persons under 16 to take part in performances endangering life or limb,"Children and Young Persons Act 1933, s.23",1933 c.12
17,17.1,Allowing persons under sixteen to be in brothels,"Children and Young Persons Act 1933, s.3",1933 c.12
17,17.1,"Failing to comply with directions, insurance obligations, providing false information, obstructing officers","Civil Aviation (Insurance) Regulations 2005, Regulations 4(1), 9, 10(2), 11, 12(1)",SI 2005/1089
17,17.1,Disclosing information,"Civil Aviation Act 1982, s.23 (5)",1982 c. 16
17,17.1,Contravening provisions restricting use of land for purpose of securing safety at aerodromes,"Civil Aviation Act 1982, s.45",1982 c. 16
17,17.1,Using aircraft for carriage for reward of passengers or cargo without a licence or failing to comply with terms of licence,"Civil Aviation Act 1982, s.64(5)(a) and (b), 64(7)",1982 c. 16
17,17.1,Air transport licensing,"Civil Aviation Act 1982, s.67",1982 c. 16
17,17.1,Contravening provisions relating to provision of accommodation in aircraft,"Civil Aviation Act 1982, s.71",1982 c. 16
17,17.1,Refusing to furnish information or furnishing false information for the CAA and Secretary of State,"Civil Aviation Act 1982, s.84(4)",1982 c. 16
17,17.1,Certifying copies of records and documentary evidence,"Civil Aviation Act 1982, s.96",1982 c. 16
17,17.1,Making false statements,"Civil Partnership Act 2004, s.80",2004 c. 33
17,17.1,Offences relating to civil partnership schedule,"Civil Partnership Act 2004, s.31(1)(2)",2004 c. 33
17,17.1,Offences relating to Registrar Generals licence & recording of civil partnerships  ,"Civil Partnership Act 2004, s.32, s.33",2004 c. 33
17,17.1,Melting or breaking of metal coins without a licence,"Coinage Act 1971, s.10(1)",1971 c. 24
17,17.1,Assaulting an officer of Revenue and Customs,"Commissioners for Revenue and Customs Act 2005, s.32",2005 c. 11
17,17.1,Absconding from lawful custody,Common Law,
17,17.1,Duty to aid constables,Common Law,
17,17.1,Embracery,Common Law,
17,17.1,Preventing the burial of a corpse,Common Law,
17,17.1,Public nuisance,Common Law,
17,17.1,Removing corpse from grave,Common Law,
17,17.1,Rescuing a prisoner in custody,Common Law,
17,17.1,"Possession or supply of apparatus for use in dishonestly obtaining an electronic communication service.","Communications Act 2003, s.126",2003 c. 21
17,17.1,Offences in connection with information requirements,"Communications Act 2003, s.144, 393 and Paragraph 12 and 13 of Schedule 11",2003 c. 21
17,17.1,Failing to comply with provisions in connection with requests for or disclosure of information from the register of members,"Companies Act 2006, s.119",2006 c. 46
17,17.1,Failing to comply with provisions in relation to duty to keep accounting records,"Companies Act 2006, s.387",2006 c. 46
17,17.1,Failing to comply with requirements as to keeping of accounting records,"Companies Act 2006, s.389",2006 c. 46
17,17.1,Failing to comply with requirements as to approval and signing of accounts,"Companies Act 2006, s.414",2006 c. 46
17,17.1,"Acting in contravention of a disqualification order or undertaking or in contravention of s.12(2), 12A or 12B","Company Directors Disqualification Act 1986, s.13.",1986 c. 46
17,17.1,"Undischarged bankrupt acting as a director or taking part in the promotion, formation or management of a company","Company Directors Disqualification Act 1986, s.11(1)",1986 c. 46
17,17.1,"Providing regulated claims management services otherwise than in accordance with s.4, pretending to be authorised etc.","Compensation Act 2006, s.7, s.11",2006 c. 29
17,17.1,Unauthorised access with intent to commit or facilitate commission of further offences,"Computer Misuse Act 1990, s.2 ",1990 c. 18
17,17.1,"Unauthorised acts with intent to impair, or recklessness as to impairing, operation of computer, etc","Computer Misuse Act 1990, s.3",1990 c. 18
17,17.1,"Making, supplying or obtaining articles for use in offence under sections 1 or 3","Computer Misuse Act 1990, s.3A (as added by Police and Justice Act 2006)",1990 c. 18
17,17.1,Unauthorised access to computer material,"Computer Misuse Act 1990, s.1 (as amended by Police and Justice Act 2006)",1990 c. 18
17,17.1,"Furnishing false information in response to notice, or to enforcement officer","Consumer Protection Act 1987, s.18(3)(b) and s.32(2)",1987 c. 43
17,17.1,Engaging in a commercial practice contravening requirements of professional diligence etc,"Consumer Protection from Unfair Trading Regulations 2008, Regulation 8 (1) and 13",2008 No. 1277
17,17.1,Engaging in a commercial practice which is a misleading action,"Consumer Protection from Unfair Trading Regulations 2008, Regulation 9 and 13",2008 No. 1277
17,17.1,Engaging in a commercial practice which is a misleading omission,"Consumer Protection from Unfair Trading Regulations 2008, Regulation 10 and 13",2008 No. 1277
17,17.1,Engaging in a commercial practice which is aggressive,"Consumer Protection from Unfair Trading Regulations 2008, Regulation 11 and 13",2008 No. 1277
17,17.1,"Engage in commercial practice set out in any of paragraphs 1 to 10, 12 to 27 and 29 to 31 of Schedule 1","Consumer Protection from Unfair Trading Regulations 2008, Regulation 12 and 13",2008 No. 1277
17,17.1,"Offences by person with custody or control of oil where there is a contravention of requirements in Regulations 3 to 5, or, a notice under Regulation 7","Control of Pollution (Oil Storage) (England) Regulations 2001, Regulations 3, 4, 5, 7 and 9",2001 No. 2954
17,17.1,Failing to comply with a notice or making a false statement,"Control of Pollution Act 1974, s.93",1974 c. 40
17,17.1,Offences relating to the purchase and sale of specimans listed in Annex A to Council Regulations (EC) No 338/97,Control of Trade in Endangered Species (Enforcement) Regulations 1997,1997 No. 1372
17,17.1,Wildlife Offences,Control of Trade in Endangered Species (Enforcement) Regulations 1997,1997 No. 1372
17,17.1,Making or dealing with infringing articles etc,"Copyright, Designs and Patents Act 1988, s.107",1988 c. 48
17,17.1,"Making, dealing with or using illicit recordings","Copyright, Designs and Patents Act 1988, s.198",1988 c. 48
17,17.1,"Failure to comply with a remedial order.","Corporate Manslaughter and Corporate Homicide Act 2007, s.9",2007 c. 19
17,17.1,Failing to comply with a publicity order,"Corporate Manslaughter and Corporate Homicide Act 2007, s.10",2007 c. 19
17,17.1,Giving a false certificate of summons or other process,"County Courts Act 1984, s.133",1984 c. 28
17,17.1,Assaulting an officer of the county court,"County Courts Act 1984, s.14",1984 c. 28
17,17.1,Assaulting a court security officer,"Courts Act 2003, s.57(1)",2003 c. 39
17,17.1,Contravening provisions in relation to tying-in arrangements,"Courts and Legal Services Act 1990, s.106",1993 c. 41
17,17.1,Making a false representation or false certificate with a view to the burning of any human remains,"Cremation Act 1902, s.8(2)",1902 c. 8
17,17.1,Making false or misleading statements in relation to interim possession orders,"Criminal Justice and Public Order Act 1994,  s.75 ",1994 c. 33
17,17.1,Racially or religiously aggravated common assault,"Crime and Disorder Act 1998, s.29(1)(c ) and (3)",1998 c. 37
17,17.1,"Racially or religiously aggravated intentional harassment, alarm or distress","Crime and Disorder Act 1998, s.31(1)(a), s.31(1)(b) and s.31(4)",1998 c. 37
17,17.1,"Racially or religiously aggravated harassment, alarm or distress","Crime and Disorder Act 1998, s.31(1)(c )",1998 c. 37
17,17.1,Racially or religiously aggravated harassment and stalking,"Crime and Disorder Act 1998, s.32(1)(a) and (4)",1998 c. 37
17,17.1,Making a false statement in purported compliance with a customer information order,"Crime (International co-operation) Act 2003, s.34",2003 c. 32
17,17.1,Disclosing information specified in s.42(3),"Crime (International co-operation) Act 2003, s.42",2003 c. 32
17,17.1,Interference with a motor vehicle,"Criminal Attempts Act 1981, s.9",1981 c. 47
17,17.1,Threats to destroy or damage property,"Criminal Damage Act 1971, s.2 ",1971 c. 48
17,17.1,Possessing anything with intent to destroy or damage property,"Criminal Damage Act 1971, s.3 ",1971 c. 48
17,17.1,Harbouring escaped prisoner,"Criminal Justice Act 1961, s.22(2)",1961 c. 39
17,17.1,False statement to obtain passport,"Criminal Justice Act 1925, s.36",1925 c. 86
17,17.1,Common assault and battery,"Criminal Justice Act 1988, s.39",1988 c. 33
17,17.1,Resisting or wilfully obstructing court security officer,"Criminal Justice Act 1991, s.78(2)",1991 c. 53
17,17.1,Assault on prisoner custody officer,"Criminal Justice Act 1991, s.90(1)",1991 c. 53
17,17.1,Resisting or wilfully obstructing a prisoner custody officer ,"Criminal Justice Act 1991, s.90(3)",1991 c. 53
17,17.1,Having an article with a blade or point in a public place,"Criminal Justice Act 1988, s.139",1988 c. 33
17,17.1,Possession of offensive weapon on school premises,"Criminal Justice Act 1988, s.139A",1996 c. 26
17,17.1,Threatening with an article with blade or point or offensive weapon,"Criminal Justice Act 1988, s.139AA",1988 c. 33
17,17.1,"Failure to comply with prohibition, restriction or condition in violent offender order or interim violent offender order","Criminal Justice and Immigration Act 2008, s.113(1)",2008 c. 4 
17,17.1,"Fail to comply with notification requirements of s.108(1), 109(1), s.110(1) and 112(4)","Criminal Justice and Immigration Act 2008, s.113(2)",2008 c. 4 
17,17.1,"Notify false information to police in purported compliance with s.108(1), 109(1), 110(1) or regulations under s.111(1)","Criminal Justice and Immigration Act 2008, s.113(3)",2008 c. 4 
17,17.1,Leaving UK when prohibited to do so by travel restriction order,"Criminal Justice and Police Act 2001, s.36(1)",2001 c. 16
17,17.1,Failure to be in UK when  prohibition in travel restriction order suspended,"Criminal Justice and Police Act 2001, s.36(2)",2001 c. 16
17,17.1,Intimidation of witnesses,"Criminal Justice and Police Act 2001, s.39",2001 c. 16
17,17.1,Harassment etc. of a person in his home,"Criminal Justice and Police Act 2001, s.42A",2001 c. 16
17,17.1,Assault on custody officer,"Criminal Justice and Public Order Act 1994, s.13(1)",1994 c. 33
17,17.1,Resisting or wilfully obstructing a custody officer,"Criminal Justice and Public Order Act 1994, s.13(2)",1994 c. 33
17,17.1,"Harming witnesses, jurors and others","Criminal Justice and Public Order Act 1994, s.51(2)",1994 c. 33
17,17.1,"Failure to comply with regulations made by the Secretary of State as regards documentation, record keeping, labelling etc","Criminal Justice (International Co-operation) Act 1990, s.13(5)",1990 c. 5
17,17.1,Having in possession or concerned in carrying or concealing a controlled drug on a ship,"Criminal Justice (International Co-operation) Act 1990, s.19",1990 c. 5
17,17.1,Concealment of offences,"Criminal Law Act 1967, s.5(1)",1967 c. 58
17,17.1,Wrongful disclosure of information relating to persons detained in youth detention accommodation,"Criminal Justice and Public Order Act 1994, s.14",1994 c.33
17,17.1,Assisting offenders,"Criminal Law Act 1967, s.5(1)",1967 c.58
17,17.1,Untrue declarations etc to Customs and Excise,"Customs and Excise Management Act 1979, s.167(1) ",1979 c. 2
17,17.1,Obstructing the Information Commissioner in inspection of overseas information systems,"Data Protection Act 1998, s.54A",1998 c. 29
17,17.1,"Using data for unauthorised purpose; disclosing data to unauthorised person etc.","Data Protection Act 1998.  All sections other than s.54A and schedule 9, paragraph 12",1998 c. 29
17,17.1,Breach of non-molestation order,"Domestic Violence, Crime and Victims Act 2004, s.1",2004 c. 28
17,17.1,"Breach of requirements relating to conformity assessments, declarations of conformity etc.","Ecodesign for Energy-related Products Regulations 2010, s.14",2010 No. 2617
17,17.1,Neglecting the cleanliness of a pupil by parent,"Education Act 1996, s.525",1996 c. 56
17,17.1,"TEW offences relating to inspection of schools, childminding, nusery education, training of persons working in education etc.",Education Act 2005,2005 c. 18
17,17.1,Unauthorised disclosure of information in relation to education,"Education Act 2005, s.109 and 111.",2005 c. 18
17,17.1,Using false documents and making false statements,"Emergency Laws (Re-enactments and Repeals) Act 1964, s.10",1964 c. 60
17,17.1,Providing false information or making a false statement,"Employment Rights Act 1996, s.169(3)",1996 c. 18
17,17.1,"Contravention of the requirements in regulation 6, that vehicle components do not contain lead, mercury, cadmium, or hexavalent chromium (unless permitted).","End-of-Life Vehicles Regulations 2003, regulation 6",2003 No. 2635
17,17.1,Failure to comply with direction under s.10 - importation and storage of combustible gas,"Energy Act 2008, s.11",2008 c. 32
17,17.1,Carrying on unlicensed activities - storage of carbon dioxide,"Energy Act 2008, s.22",2008 c. 32
17,17.1,Breach of licence conditions - storage of carbon dioxide,"Energy Act 2008, s.23(1)",2008 c. 32
17,17.1,Making a statement known to be false or recklessly making statement which is false to obtain license or consent or licensing authority - storage of carbon dioxide,"Energy Act 2008, s.23(5)",2008 c. 32
17,17.1,Failure to disclose information which is known or ought to be known to be relevant to an application for license or consent of licensing authority - storage of carbon dioxide,"Energy Act 2008, s.23(6)",2008 c. 32
17,17.1,Failure to comply with a direction under S.24 - storage of carbon dioxide,"Energy Act 2008, s.25",2008 c. 32
17,17.1,Carrying on unlicensed activities - importation and storage of combustible gas,"Energy Act 2008, s.8",2008 c. 32
17,17.1,Breach of licence conditions - importation and storage of combustible gas,"Energy Act 2008, s.9(1)",2008 c. 32
17,17.1,Making a statement which the person knows to be false or recklessly making statement which is false to obtain license or consent of relevant authority - importation and storage of combustible gas ,"Energy Act 2008, s.9(3)",2008 c. 32
17,17.1,Failure to disclose information which is known or ought to be known to be relevant to an application for licence or consent of relevant authority - importation and storage of combustible gas,"Energy Act 2008, s.9(4)",2008 c. 32
17,17.1,Assaulting or obstructing an authorised person in the execution of his powers under s.109,"Environment Act 1995, s.110(1) with (4)(a)",1995 c. 25
17,17.1,"Failing to identify risks of importing or acquiring genetically modified organisms, importing or acquiring modified organisms despite the risks, not taking all reasonable steps to prevent risk of damage to the environment as a result of keeping modified organisms. Releasing or marketing modified organisms without regard to the risks of damage to the environment","Environmental Protection Act 1990, s.118(1)(d)",1990 c. 43
17,17.1,Failing to keep a record of a risk assessment or failing to give the  Secretary of State further information,"Environmental Protection Act 1990, s.118(1)(e)",1990 c. 43
17,17.1,Contravening a prohibition notice,"Environmental Protection Act 1990, s.118(1)(f)",1990 c. 43
17,17.1,Obstructing an inspector where he believes imminent danger is involved,"Environmental Protection Act 1990, s.118(1)(j)",1990 c. 43
17,17.1,Failing to comply with any requirement to provide relevant information,"Environmental Protection Act 1990, s.118(1)(k)",1990 c. 43
17,17.1,Making a false statement,"Environmental Protection Act 1990, s.118(1)(l)",1990 c. 43
17,17.1,Making a false entry in any required record,"Environmental Protection Act 1990, s.118(1)(m)",1990 c. 43
17,17.1,"Forging or using a document issued under s.111 with intention to deceive, to make or possess a document so closely resembling it as to be likely to deceive","Environmental Protection Act 1990, s.118(1)(n)",1990 c. 43
17,17.1,"Depositing, causing the deposition or permitting the deposition, treating, keeping or disposing of controlled (but not special) waste in or on land without a licence","Environmental Protection Act 1990, s. 33(1) with (8)",1990 c. 43
17,17.1,"Depositing, causing the deposition or permitting the deposition of controlled special waste in or on land without a licence","Environmental Protection Act 1990, s.33(1) with (9)",1990 c. 43
17,17.1,Failure to take such measures as available to secure transfer of household waste to authorised person or persons authorised for transport purposes,"Environmental Protection Act 1990, s.34(2A)",1990 c. 43
17,17.1,Making a false statement in purported compliance with a requirement under the Act or an application concerning a licence,"Environmental Protection Act 1990, s.44",1990 c. 43
17,17.1,Failing without reasonable excuse to provide any information required by a waste regulation or waste collection authority or the Secretary of State,"Environmental Protection Act 1990, s.71",1990 c. 43
17,17.1,"Unauthorised or harmful depositing, treatment or disposal of waste","Environmental Protection Act 1990, s.33(6)",1990 c. 43
17,17.1,Depositing waste (not controlled waste) in an area that is not authorised for the purpose,"Environmental Protection Act 1990, s.63",1990 c. 43
17,17.1,"Forgery, alteration or use etc. of a relevant document","Equality Act 2010, s.188",2010 c.15
17,17.1,"Knowingly being concerned in activity prohibited by parts 2, 3, or 4 of the Order with intent to evade the relevant prohibition","Export Control Order 2008, article 34(5)",2008 No. 3231
17,17.1,TEW offences,"Export of Goods, Transfer of Technology and Provision of Technical Assistance (Control) Order 2003 SI 2764/2003 A16 (2)(7)((17)(18).",2003 No. 2764
17,17.1,Being concerned with provision of technical assistance with intent to avoid a prohibition or restriction,"Export of Goods, Transfer of Technology &  Provision of Technical Assistance (Control) Order 2003 SI 2003/2764 A16(5) & (5A)",2003 No. 2764
17,17.1,Makes a false statement or furnishes a false document for the purpose of obtaining a licence,"Export of Objects of Cultural Interest (Control) Order 2003, Article 4",2003 No. 2759
17,17.1,Failure to comply with licence conditions,"Export of Objects of Cultural Interest (Control) Order 2003, Article 5",2003 No. 2759
17,17.1,"Issues circulates or distributes an advertisement, prospectus, circular or notice in contravention of regulations made under s.119(1)","Fair Trading Act 1973, s.120(1) as added by Trading Schemes Act 1996 Sec 2(2)",1973 c. 41
17,17.1,Contravenes any regulations under sub-section (2) of section 119(2),"Fair Trading Act 1973, s.120(2)",1973 c. 41
17,17.1,Participant in trading scheme makes payment for the benefit of the promoter(s) or a participant in the trading scheme,"Fair Trading Act 1973, s.120(3)",1973 c. 41
17,17.1,Promoter in trading scheme makes payment for benefit of participant in scheme,"Fair Trading Act 1973, s.120(4)",1973 c. 41
17,17.1,Disclosing information held in the exercise of tax or other function by authorised person,"Finance Act 1989, s.182 and 182(A)",1989 c. 26
17,17.1,All TEW offences except those under classification 95/08,Financial Services and Markets Act 2000,2000 c. 8
17,17.1,Obtaining an award or a sum by deliberately committing an act or making an omission,"Fire and Rescue Services Act 2004, s.34(6)",2004 c. 21
17,17.1,Failure to transfer firearms or ammunition in person,"Firearms (Amendment) Act 1997, s.32",1997 c. 5
17,17.1,Failure to give notice in writing to the Chief Officer of Police of transfers involving firearms,"Firearms (Amendment) Act 1997, s.33",1997 c. 5
17,17.1,"Failure by certificate holder to notify in writing Chief Officer of Police of deactivation, destruction or loss of firearms or ammunition","Firearms (Amendment) Act 1997, s.34",1997 c. 5
17,17.1,"Failure by certificate holder to notify in writing Chief Officer of Police of events taking place outside Great Britain involving firearms and ammunition (sold or otherwise disposed of, lost etc).","Firearms (Amendment) Act 1997, s.35",1997 c. 5
17,17.1,Possessing etc. firearms or ammunition without firearm certificate     ,"Firearms Act 1968, s.1(1)",1968 c. 27
17,17.1,Possessing etc. shotgun without certificate ,"Firearms Act 1968, s.2(1)",1968 c. 27
17,17.1,"Selling etc., firearm, ammunition or shotgun to person without a certificate. ","Firearms Act 1968, s.3(2)",1968 c. 27
17,17.1,"Repairing, testing etc. firearm for person without a certificate","Firearms Act 1968, s.3(3)",1968 c. 27
17,17.1,Unauthorised disclosure of information,"Fisheries Act 1981, s.12",1981 c. 29
17,17.1,Contravention of order regulating access to British fisheries,Fishery Limits Act 1976,1976 c. 86
17,17.1,Rendering food injurious to health,"Food Safety Act 1990, s.7",1990 c. 16
17,17.1,Selling food not of the nature or substance or quality demanded,"Food Safety Act 1990, s.14",1990 c. 16
17,17.1,Falsely describing or presenting food,"Food Safety Act 1990, s.15",1990 c. 16
17,17.1,Obstruction etc. of officers; furnishing false information,"Food Safety Act 1990, s.33(1) and s.33(2)",1990 c. 16
17,17.1,Admitting football spectators to unlicensed premises,"Football Spectators Act 1989, s.9",1989 c. 37
17,17.1,Cheating at gambling or enabling or assisting person to cheat,"Gambling Act 2005, s.42",2005 c. 19
17,17.1,"Carrying out controlled operations without required consent, failure to comply with an order or notice","Gas Act 1965, s.5 and 21",1965 c. 36
17,17.1,"Conveying gas without a licence; altering, suppressing or destroying a document; making a false statement; impersonating an officer of gas transporter, supplier or shipper ","Gas Act 1986, s.5, 38(3), s.43",1986 c. 44
17,17.1,"TEW offences: General Product Safety Regulations 2005",General Product Safety Regulations 2005,2005 No. 1803
17,17.1,"Forgery, false statements, falsification of consignment notes and records; forgery of documents; forgery of licence","Goods Vehicles (Licensing of Operators) Act 1995, s.38, paragraph 4, schedule 5.                                                                Road Traffic Act 1988, s.173(1).                                                                                                 Public Passenger Vehicles Act 1981, s.65(1)(a) and (2)",1995 c. 23; 1988 c.52; 1981 c.14
17,17.1,Applying prohibited descriptions to unhallmarked article;,"Hallmarking Act 1973, s.1",1973 c. 43
17,17.1,Unauthorised striking of sponsor’s mark;  ,"Hallmarking Act 1973, s.3(8)",1973 c. 43
17,17.1,Making unauthorised alterations to hallmarked article,"Hallmarking Act 1973, s.5(1), s.5(2)",1973 c. 43
17,17.1,Supplying article with unauthorised mark,"Hallmarking Act 1973, s.7(6)",1973 c. 43
17,17.1,Making a false or misleading statement in purported compliance with requirement under the regulations,"Hazardous Waste (England and Wales) Regulations 2005, Regulation 68(1)",2005 No. 894
17,17.1,Making a false entry on a record or register required to be kept by the regulations,"Hazardous Waste (England and Wales) Regulations 2005, Regulation 68(2)",2005 No. 894
17,17.1,Failure by employees to take reasonable care for health and safety at work,"Health and Safety at Work Act 1974, s.33(1)(a) with s.7",1974 c. 37
17,17.1,Failure by employers and manufacturers to take reasonable care for health and safety at work,"Health and Safety at Work Act 1974, s.33(1)(a) with s.2, s.3, s.4, s.6",1974 c. 37
17,17.1,Charging employees for things done to meet statutory requirements,"Health and Safety at Work Act 1974, s.33(1)(b) with s.9",1974 c. 37
17,17.1,"Interfering with or misusing anything provided in the interests of health, safety or welfare","Health and Safety at Work Act 1974, s.33(1)(b) with s.8",1974 c. 37
17,17.1,Contravene improvement or prohibition notice,"Health and Safety at Work etc. Act 1974, s.33(1)(g) with 21 to 24",1974 c. 37
17,17.1,Contravene requirement of inspector under s.20 or  under s.25,"Health and Safety at Work etc. Act 1974, s.33(1)(e) with s20 and 25",1974 c. 37
17,17.1,"Make false statements, false entries in records and use of a document with intent to deceive","Health and Safety at Work etc. Act 1974, s.33(1)(k), 33(1)(l), 33(1)(m)",1974 c. 37
17,17.1,Contravene order under s.42 (cause of offence to be remedied),"Health and Safety at Work etc. Act 1974, s.42, 33(1)(o)",1974 c. 37
17,17.1,"Intentionally/recklessly remove, cause or permit the removal of a hedgeow in contravention of regulation 5(1) or (9)",Hedgerows Regulations 1997. regulation 7(1),1997 No. 1160
17,17.1,Disclosing manufacturing process or trade secrets,"Highways Act 1980, s.292(4)",1980 c. 66
17,17.1,Obtain/give gift/money as inducement/reward for procuring/assisting in the grant of an honour.,"Honours (Prevention of Abuses) Act 1925, s.1",1925 c. 72
17,17.1,TEW Offences,Horse Passports Regulations 2009,2009 No. 1611
17,17.1,Failure to do anything required by a notice under s.235 (requirement to produce documents); intentionally alter/suppress/destroy document required to be produced under s.235 notice,"Housing Act 2004, s.236.",2004 c. 34
17,17.1,Supply unauthorised medicines,"Human Medicines Regulations 2012, Regulations 46(1), 47, 214(1), 255(1)(a)",2012 No. 1916
17,17.1,Breach of licence requirement,"Human Tissue Act 2004, s.25",2004 c. 30
17,17.1,Possession of anatomical specimens away from licensed premises,"Human Tissue Act 2004, s.30(1)",2004 c. 30
17,17.1,Possession of former anatomical specimens away from licensed premises,"Human Tissue Act 2004, s.31",2004 c. 30
17,17.1,Non-consensual analysis of DNA,"Human Tissue Act 2004, s.45",2004 c. 30
17,17.1,Use or supply of duty-free oil in contravention of restrictions,"Hydrocarbon Oil Duties Act 1979, s.10(5),(6)",1979 c. 5
17,17.1,Misuse of rebated heavy oil,"Hydrocarbon Oil Duties Act 1979, s.13(3),(4)",1979 c. 5
17,17.1,Misuse of rebated light oil,"Hydrocarbon Oil Duties Act 1979, s.14(6),(7)",1979 c. 5
